epoch,EpisodesSoFar,EpLenMean,avg_reward,entropy_of_sampling_state,number_of_options_changed, op_probs
76,778,200.0,226.80047710991548,169.61927788533603,139,0.16638600826263428,0.833613395690918
77,788,200.0,195.82107061597924,135.23089408897272,119,0.1225566416978836,0.8774450421333313
78,798,200.0,201.046094015364,134.56240016273037,129,0.13988655805587769,0.8601157069206238
79,808,200.0,210.3068447283259,138.81389024302342,143,0.15748551487922668,0.8425149321556091
80,819,200.0,215.96027068736353,190.06128461389434,200,0.17795534431934357,0.8220452666282654
81,829,200.0,209.95483344739577,136.29786338608432,154,0.1422741562128067,0.8577263355255127
82,839,200.0,223.26195331773914,131.9389253308741,132,0.12176647037267685,0.8782350420951843
83,849,200.0,222.6492459247019,168.80626716595143,135,0.16341476142406464,0.8365867137908936
84,860,200.0,213.06020270459663,204.27249507264176,227,0.19228477776050568,0.8077163696289062
85,870,200.0,227.6762450752865,149.4146954685869,157,0.1447976529598236,0.8552034497261047
86,880,200.0,202.96633834466655,231.40807626186472,216,0.23195332288742065,0.7680469155311584
87,890,200.0,226.42128006396214,162.75920235351333,133,0.19390606880187988,0.806094229221344
88,901,200.0,243.97226694915335,165.28541724826695,114,0.15322835743427277,0.8467728495597839
89,911,200.0,214.5916702359422,174.71700903510398,136,0.18451210856437683,0.8154887557029724
90,921,200.0,213.45123246207245,199.48797259979287,235,0.2683316171169281,0.7316685914993286
91,931,200.0,224.0970825177473,176.70793117513264,183,0.23579411208629608,0.7642068266868591
92,942,200.0,217.1776460242701,226.29612722661267,218,0.2533842623233795,0.7466161251068115
93,952,200.0,234.23046224050253,147.16227314792252,133,0.20446553826332092,0.7955352663993835
94,962,200.0,239.69765489818184,176.60884386623547,154,0.23953069746494293,0.7604701519012451
95,972,200.0,236.43886415249736,172.15493127411096,161,0.251642644405365,0.7483576536178589
96,983,200.0,235.13987674101674,163.72298116091105,138,0.26318326592445374,0.7368172407150269
97,993,200.0,246.20555085248762,196.43637822866694,203,0.29464319348335266,0.7053568363189697
98,1003,200.0,229.77497355794935,174.90940726898978,190,0.26493149995803833,0.7350693941116333
99,1013,200.0,239.51691075724685,136.01708533449818,174,0.1724429875612259,0.827557384967804
100,1024,200.0,227.44344791912576,179.24894318848885,179,0.25269514322280884,0.7473053336143494
101,1034,200.0,239.85305990653393,202.72547647361384,209,0.2315409630537033,0.7684599757194519
102,1044,200.0,255.75289096540754,163.38937516996566,210,0.22202037274837494,0.7779797911643982
103,1054,200.0,275.6960467214511,166.42926447376743,196,0.17704150080680847,0.8229594826698303
104,1064,200.0,272.58238062554835,182.03589465081893,164,0.2406708002090454,0.7593299746513367
105,1075,200.0,267.9531325631702,187.85541653615786,182,0.2523356080055237,0.7476649880409241
106,1085,200.0,273.6814437127943,161.47056142401385,149,0.2284637987613678,0.7715371251106262
107,1095,200.0,264.9643207117986,123.96847412049105,136,0.1654692441225052,0.8345315456390381
108,1105,200.0,271.76759513781496,180.70511333831212,183,0.2626374065876007,0.7373631596565247
109,1116,200.0,270.7139381073449,158.29592549639466,170,0.2158868908882141,0.7841141223907471
110,1126,200.0,283.39236702529774,142.56763135098697,148,0.2562035918235779,0.7437965273857117
111,1136,200.0,238.8205713629004,164.83587174022534,217,0.3020937442779541,0.6979067921638489
112,1146,200.0,252.41352110162455,169.34180458604592,208,0.27541711926460266,0.7245830297470093
113,1157,200.0,244.9488609556197,185.63205571340544,227,0.3573097884654999,0.642690896987915
114,1167,200.0,248.6642851847224,185.87484209531493,171,0.34527528285980225,0.6547253727912903
115,1177,200.0,266.3984523110362,192.35745985203016,170,0.28186947107315063,0.7181311845779419
116,1187,200.0,263.9984094313887,116.1370112763563,112,0.1950380504131317,0.8049627542495728
117,1198,200.0,285.7194018178162,123.27090538745092,131,0.22651566565036774,0.7734849452972412
118,1208,200.0,287.38385152067053,152.78053385719042,204,0.2759333550930023,0.7240668535232544
119,1218,200.0,283.59594303530594,144.26209160362123,154,0.2562699317932129,0.7437303066253662
120,1228,200.0,261.8446564350892,108.30347873860156,114,0.21153013408184052,0.7884702086448669
121,1239,200.0,284.38198135740066,152.46402815339565,185,0.28507518768310547,0.7149248123168945
122,1249,200.0,248.07851557508033,209.99301741462924,196,0.3105502128601074,0.6894503831863403
123,1259,200.0,276.24922053146065,138.98035020509988,164,0.2828131318092346,0.7171883583068848
124,1269,200.0,281.2251755299632,156.82665272378617,221,0.2846854329109192,0.7153143286705017
125,1280,200.0,287.18190771780024,155.8936420904517,206,0.2973119914531708,0.7026880979537964
126,1290,200.0,269.3971441810377,153.0363527344533,209,0.2952543795108795,0.7047460079193115
127,1300,200.0,288.03847449498437,139.8138122671481,155,0.27188804745674133,0.7281126379966736
128,1310,200.0,299.2258268487423,173.9404453000608,215,0.30862918496131897,0.6913710236549377
129,1320,200.0,285.15802431724467,123.9984092373201,133,0.22030524909496307,0.7796955704689026
130,1331,200.0,284.57802082878396,138.6085514113315,157,0.30563968420028687,0.6943598985671997
131,1341,200.0,297.39194947543626,129.26990239984423,128,0.16950860619544983,0.8304915428161621
132,1351,200.0,281.2865945402224,159.8117439011842,170,0.2577732801437378,0.7422271370887756
133,1361,200.0,285.7423884137012,140.9209504421095,182,0.2560182809829712,0.7439817786216736
134,1372,200.0,285.1521612339962,153.2905615291543,205,0.23432059586048126,0.7656801342964172
135,1382,200.0,286.2868192812341,169.14360529546542,236,0.2632092237472534,0.7367905974388123
136,1392,200.0,306.96335020008746,133.36048546193817,197,0.2144855260848999,0.7855144739151001
137,1402,200.0,308.98217311174267,132.13365209698372,163,0.20775353908538818,0.7922475934028625
138,1413,200.0,292.44056327134894,165.75747127825306,213,0.24545064568519592,0.7545494437217712
139,1423,200.0,296.4525759280732,150.26671679292625,202,0.27745527029037476,0.7225446701049805
140,1433,200.0,299.0038889110471,162.7550896644534,197,0.3056345283985138,0.6943659782409668
141,1443,200.0,303.1421435733222,139.41856714304814,160,0.2574025094509125,0.7425978779792786
142,1454,200.0,286.5699016839903,151.7755226193138,158,0.26665306091308594,0.7333471775054932
143,1464,200.0,321.86938895854064,148.75936842903286,199,0.20958970487117767,0.7904108762741089
144,1474,200.0,298.73600119606897,106.98187451671603,150,0.22300001978874207,0.7770000696182251
145,1484,200.0,296.91426222273634,163.8366581090939,178,0.23681262135505676,0.7631871700286865
146,1495,200.0,328.00229610507887,113.1290000717255,159,0.189845010638237,0.8101555705070496
147,1505,200.0,296.94374097643055,142.77787920892823,182,0.26011085510253906,0.73988938331604
148,1515,200.0,287.339604710477,135.61401810278466,193,0.2547205984592438,0.7452794909477234
149,1525,200.0,291.52966876050385,138.38111753486066,213,0.2680639922618866,0.731935977935791
150,1536,200.0,261.7887046466126,144.27838650103612,181,0.2686338722705841,0.7313668727874756
151,1546,200.0,-283.85456023219245,176.7997726441281,296,0.3626483082771301,0.6373520493507385
152,1556,200.0,-296.06558093242484,139.652737705401,228,0.24849802255630493,0.7515027523040771
153,1566,200.0,-280.916166316336,148.38826771370307,274,0.27748340368270874,0.7225167751312256
154,1576,200.0,-307.1375380134365,189.11064851387755,358,0.29571759700775146,0.7042832374572754
155,1587,200.0,-226.6360137687027,171.9535610697729,355,0.30194053053855896,0.6980597972869873
156,1597,200.0,-199.42600529543603,194.4477759776538,443,0.3477973937988281,0.6522018909454346
157,1607,200.0,-144.7813183096477,157.57296219174987,437,0.458667516708374,0.541332483291626
158,1617,200.0,-131.7946026603779,166.42680642655552,468,0.4866136610507965,0.5133863091468811
159,1628,200.0,-113.43027380229265,164.65588167974025,462,0.4554423391819,0.5445575714111328
160,1638,200.0,-127.20910245641116,141.14795984510064,435,0.41498106718063354,0.5850195288658142
161,1648,200.0,-125.93088936507279,143.57860184760642,415,0.43693938851356506,0.5630608797073364
162,1658,200.0,-106.66795873063802,154.18213692106707,404,0.5204123854637146,0.4795876443386078
163,1669,200.0,-85.75423147638996,178.00274486632364,441,0.5410037636756897,0.45899611711502075
164,1679,200.0,-66.85906056179647,184.40891100752958,381,0.5320104360580444,0.4679895043373108
165,1689,200.0,-70.10351914715795,146.60909705412178,381,0.5966428518295288,0.4033567011356354
166,1699,200.0,-64.81444709796082,172.10721439422213,328,0.5826787948608398,0.41732141375541687
167,1710,200.0,-73.39193348856017,154.8932742999296,343,0.620792031288147,0.37920793890953064
168,1720,200.0,-73.79152803436969,155.50018551717562,310,0.5991528034210205,0.40084752440452576
169,1730,200.0,-45.31449620483098,174.74542169408238,295,0.6793976426124573,0.3206022381782532
170,1740,200.0,-39.51011133763622,168.47246139877532,272,0.6778191924095154,0.322180837392807
171,1751,200.0,-51.869033760848836,153.4245592809789,297,0.7402645945549011,0.2597357928752899
172,1761,200.0,-36.77050735812859,189.1760733508037,234,0.7341163754463196,0.2658841609954834
173,1771,200.0,-19.38334416803731,136.0505341353253,144,0.8444199562072754,0.15558014810085297
174,1781,200.0,-17.473848646628092,106.43267221758141,85,0.8959303498268127,0.10407005995512009
175,1792,200.0,-12.48818156880873,77.58059276295496,72,0.9265888333320618,0.0734119862318039
176,1802,200.0,-10.381471400528934,50.997970538980546,95,0.9318167567253113,0.06818364560604095
177,1812,200.0,-12.282141027165448,65.61001114292047,97,0.9056021571159363,0.09439816325902939
178,1822,200.0,7.982833479178689,43.4862364779139,72,0.9345530867576599,0.065447598695755
179,1832,200.0,4.858672433173778,28.96289461376714,67,0.9565895795822144,0.04341086372733116
180,1843,200.0,12.398163035010551,34.88858978588077,60,0.9257908463478088,0.07420934736728668
181,1853,200.0,20.427304597049186,29.460164962209824,37,0.9635380506515503,0.036462314426898956
182,1863,200.0,25.679555223919714,42.87447547320403,55,0.9446077346801758,0.055392585694789886
183,1873,200.0,31.17178796408183,40.350418685429666,50,0.9443659782409668,0.05563424527645111
184,1884,200.0,36.311497455613406,51.057847486016136,73,0.9277588129043579,0.07224162667989731
185,1894,200.0,48.05925596856872,47.05184232856171,77,0.9364699721336365,0.063530333340168
186,1904,200.0,40.870319678285384,69.5102211915996,117,0.8821147084236145,0.11788570880889893
187,1914,200.0,45.10044450958928,59.659521087816564,104,0.8806549906730652,0.11934541165828705
188,1925,200.0,29.601054516147013,86.12206784346908,193,0.7804049849510193,0.2195950597524643
189,1935,200.0,44.25430779503434,98.26278416822365,267,0.7699896097183228,0.2300107628107071
190,1945,200.0,70.82963508788069,91.78502203744024,154,0.8519324660301208,0.14806823432445526
191,1955,200.0,40.07116834890989,86.06181655597655,217,0.7831209301948547,0.21687932312488556
192,1966,200.0,72.22947603428008,102.62337203992088,196,0.8351727724075317,0.16482748091220856
193,1976,200.0,22.44598848866069,103.02307703312026,123,0.6820300817489624,0.31796976923942566
194,1986,200.0,66.07196844874993,93.15031219462242,135,0.8284563422203064,0.1715441346168518
195,1996,200.0,61.300342445188086,95.64938602307662,154,0.8535508513450623,0.14644961059093475
196,2007,200.0,59.13876250399105,130.7989226389405,243,0.8180055618286133,0.18199552595615387
197,2017,200.0,69.0017788492718,132.66517488107797,333,0.7820407152175903,0.21795952320098877
198,2027,200.0,62.45001689294402,158.0083768021716,391,0.7787008881568909,0.22129833698272705
199,2037,200.0,46.91641165580382,161.9271216767746,498,0.6751428246498108,0.32485777139663696
200,2048,200.0,36.9343552998053,180.10933515911242,551,0.5686183571815491,0.431381493806839
201,2058,200.0,-27.556057951653834,165.10271209232928,497,0.5331089496612549,0.466890811920166
202,2068,200.0,-10.50040780570531,151.69340079833282,552,0.5144949555397034,0.4855048358440399
203,2078,200.0,-59.9039867309349,140.74827525880008,381,0.47605785727500916,0.5239422917366028
204,2088,200.0,-70.28773702659667,141.20342508449846,413,0.475009948015213,0.5249900221824646
205,2099,200.0,-77.54940418991205,125.96850239274751,383,0.4442307651042938,0.5557689666748047
206,2109,200.0,-56.84644010180049,123.5275683048083,368,0.4336991012096405,0.5663010478019714
207,2119,200.0,-6.512115176608094,137.42149032851435,397,0.4102534353733063,0.5897467136383057
208,2129,200.0,7.0112172289899375,149.9514927767424,413,0.42387351393699646,0.5761260986328125
209,2140,200.0,6.12333210645229,144.59741432388375,403,0.38323232531547546,0.6167676448822021
210,2150,200.0,32.03421708524963,145.14381806071492,413,0.4213595688343048,0.5786400437355042
211,2160,200.0,30.358631938578846,129.64632581743876,470,0.3989938497543335,0.6010065674781799
212,2170,200.0,30.087245469477256,153.78734048969707,474,0.44976040720939636,0.5502398610115051
213,2181,200.0,24.054454615444325,152.81355716387114,504,0.38705548644065857,0.6129442453384399
214,2191,200.0,26.351911187275828,131.32707691693713,454,0.4112652540206909,0.5887353420257568
215,2201,200.0,27.299547738203877,125.43712516793609,426,0.35071974992752075,0.6492809653282166
216,2211,200.0,43.70330809420825,132.16303560908833,461,0.34887343645095825,0.6511271595954895
217,2222,200.0,21.240326592228488,115.08296959724849,387,0.30500978231430054,0.6949904561042786
218,2232,200.0,33.41669442721673,114.14873800636825,384,0.28380686044692993,0.7161937355995178
219,2242,200.0,10.49586532146671,124.6572556319891,359,0.2603096067905426,0.7396908402442932
220,2252,200.0,38.51296508395361,110.00237747623784,363,0.238273024559021,0.761727511882782
221,2263,200.0,39.525074043646086,121.2795920642751,337,0.22845959663391113,0.771540641784668
222,2273,200.0,35.01637768977206,98.5075914139285,231,0.17448543012142181,0.8255152106285095
223,2283,200.0,52.382741814884795,88.62091547069515,260,0.12342927604913712,0.8765705823898315
224,2293,200.0,52.30487720277034,98.44982753433607,328,0.14857123792171478,0.8514288067817688
225,2304,200.0,45.002144889642196,68.2403393187573,221,0.09438743442296982,0.9056128859519958
226,2314,200.0,51.736922211525815,74.98628516347026,254,0.1432209312915802,0.8567793369293213
227,2324,200.0,53.94902454969108,70.34062081464367,126,0.09587854146957397,0.9041216969490051
228,2334,200.0,66.14815825723286,41.63752873655039,67,0.0557137206196785,0.9442862272262573
229,2344,200.0,48.059186763319886,44.61147100621799,67,0.048086635768413544,0.9519134759902954
230,2355,200.0,73.67088297267954,33.046045884878865,51,0.04123203828930855,0.9587681293487549
231,2365,200.0,62.32973813351862,25.342727608524577,41,0.03549644351005554,0.9645038843154907
232,2375,200.0,75.86784157645408,22.38859812917765,24,0.028829116374254227,0.971170961856842
233,2385,200.0,73.24351627946089,13.06857490242092,21,0.023615699261426926,0.9763843417167664
234,2396,200.0,67.11788528450941,18.51408960341315,32,0.028162464499473572,0.9718377590179443
235,2406,200.0,80.37932603474611,14.104439924857994,19,0.017488449811935425,0.9825116991996765
236,2416,200.0,82.74777332403553,12.896325993369059,25,0.025249609723687172,0.9747506976127625
237,2426,200.0,85.0586414999252,13.313245824373563,35,0.023603864014148712,0.9763964414596558
238,2437,200.0,86.03917370163144,23.97822655061205,26,0.02814529277384281,0.9718549847602844
239,2447,200.0,91.98190050117583,7.755980858466232,19,0.019471507519483566,0.9805286526679993
240,2457,200.0,91.49284114908392,10.819687289039681,27,0.01630343124270439,0.9836966395378113
241,2467,200.0,95.1747668689211,10.483287203938046,20,0.022322069853544235,0.9776778817176819
242,2478,200.0,107.4393161198951,14.670984778096141,22,0.026178287342190742,0.9738218188285828
243,2488,200.0,99.83374482057499,16.435089227037132,30,0.02326105907559395,0.9767389893531799
244,2498,200.0,99.8786124256072,14.16340671292583,21,0.020397180691361427,0.9796028733253479
245,2508,200.0,108.72664621093031,9.410635802077431,17,0.02331133745610714,0.9766886830329895
246,2519,200.0,104.91235663603804,13.897980349750531,18,0.024924427270889282,0.9750756025314331
247,2529,200.0,111.5960639451429,15.450411966102681,30,0.028539782389998436,0.9714601635932922
248,2539,200.0,110.92983370041345,12.467300968733221,31,0.02786164917051792,0.9721383452415466
249,2549,200.0,111.32258752259781,9.758114299764582,18,0.026471884921193123,0.9735281467437744
250,2560,200.0,118.3778198028808,6.406013143506732,7,0.023525623604655266,0.9764745831489563
251,2570,200.0,119.38938603987916,11.418737433409971,24,0.02870771661400795,0.9712924957275391
252,2580,200.0,122.97929799206152,13.615340075810732,24,0.028598487377166748,0.9714016914367676
253,2590,200.0,121.23723075367329,11.247332028923829,33,0.02665558084845543,0.9733444452285767
254,2600,200.0,131.8155331560942,17.096410748329948,31,0.03324209153652191,0.966758131980896
255,2611,200.0,130.73972080790426,16.268694269275628,8,0.026256270706653595,0.9737439751625061
256,2621,200.0,131.7969334696143,7.843981045547071,9,0.025989558547735214,0.9740104675292969
257,2631,200.0,132.89604487697565,7.811342633035358,18,0.032445795834064484,0.9675543308258057
258,2641,200.0,129.06988111471122,8.650076380646563,26,0.045336443930864334,0.9546636343002319
259,2652,200.0,137.6560358107254,19.609042329569505,42,0.04498489201068878,0.9550151824951172
260,2662,200.0,144.34654161433957,15.272078499931473,27,0.034410510212183,0.965589702129364
261,2672,200.0,144.68902263933143,7.309812612378183,12,0.028362343087792397,0.9716379642486572
262,2682,200.0,147.83438572496118,16.077566452140246,26,0.04038965702056885,0.9596105813980103
263,2693,200.0,146.0333568344586,5.99233059672027,15,0.03026355616748333,0.9697364568710327
264,2703,200.0,144.1369575220805,7.18698399096324,13,0.03216163441538811,0.96783846616745
265,2713,200.0,142.99446637720317,9.649651391330648,23,0.02819131128489971,0.9718087911605835
266,2723,200.0,150.59604045017664,8.6796949760599,16,0.026064420118927956,0.9739357233047485
267,2734,200.0,155.75026965573755,10.715383076044441,15,0.035188280045986176,0.9648117423057556
268,2744,200.0,153.21642180338017,14.007776731301766,41,0.03957284614443779,0.9604274034500122
269,2754,200.0,157.78274551372112,9.20098005016317,20,0.03218385577201843,0.9678162336349487
270,2764,200.0,157.11928269515306,10.166792946538813,36,0.03620379418134689,0.9637964963912964
271,2775,200.0,161.29935205971742,10.509726697129016,21,0.03386002033948898,0.9661402106285095
272,2785,200.0,165.4420844544465,13.179327107933714,31,0.040859710425138474,0.9591406583786011
273,2795,200.0,163.75495522690508,6.44507837578285,11,0.031009526923298836,0.9689906239509583
274,2805,200.0,162.37703230177368,12.277187920937246,20,0.035279467701911926,0.9647207260131836
275,2816,200.0,162.65649626268208,12.861485468544494,27,0.04219599440693855,0.9578040838241577
276,2826,200.0,165.9824829678467,10.493634869659832,18,0.038095131516456604,0.9619050621986389
277,2836,200.0,167.8233574422065,12.253452777825073,23,0.03444776311516762,0.9655523896217346
278,2846,200.0,163.068106103747,19.797299639657723,64,0.06245427951216698,0.9375459551811218
279,2856,200.0,162.81924463702083,12.749626594916181,48,0.04738879203796387,0.9526112675666809
280,2867,200.0,161.79965484000644,22.03458100215366,68,0.0595761314034462,0.9404243230819702
281,2877,200.0,167.77030606041694,24.728616672756,56,0.05804595351219177,0.9419542551040649
282,2887,200.0,171.94957474604416,11.534894187016809,37,0.039730049669742584,0.9602704048156738
283,2897,200.0,179.4989826038516,18.635903658143206,30,0.0463387630879879,0.9536617398262024
284,2908,200.0,169.26578510585244,29.98952321547085,54,0.056488487869501114,0.9435117244720459
285,2918,200.0,170.18875992604168,7.220325973969087,14,0.03301321342587471,0.9669870138168335
286,2928,200.0,170.79068391779222,13.119997487109933,42,0.04443430155515671,0.9555660486221313
287,2938,200.0,168.9036350297552,15.071432884265642,53,0.04919194057583809,0.9508084058761597
288,2949,200.0,178.951725250003,18.660544105021405,47,0.048787716776132584,0.9512129426002502
289,2959,200.0,169.67412825644425,46.03735882711056,58,0.06008206307888031,0.9399186968803406
290,2969,200.0,172.22704438347463,23.567490619546327,60,0.05133698508143425,0.9486633539199829
291,2979,200.0,168.37964266407172,36.648764119864744,135,0.10265293717384338,0.8973476886749268
292,2990,200.0,166.60414013887913,26.040827635167084,95,0.07504157721996307,0.9249590039253235
293,3000,200.0,170.2793561650342,37.52825454402364,127,0.07561296969652176,0.9243873953819275
294,3010,200.0,174.98893166481122,46.69559848171329,167,0.08688324689865112,0.9131168723106384
295,3020,200.0,165.92370755965945,66.34583662177151,192,0.11883439868688583,0.8811662793159485
296,3031,200.0,175.09479182206533,31.94062935115318,70,0.06957986205816269,0.9304208159446716
297,3041,200.0,170.82788712471228,41.417713982619425,120,0.08480242639780045,0.9151980876922607
298,3051,200.0,172.40583066666824,35.05388641631837,77,0.055237751454114914,0.9447624683380127
299,3061,200.0,174.6740834898298,40.110429718394045,61,0.059983547776937485,0.9400169849395752
300,3072,200.0,173.04768164462794,32.73099483606085,65,0.06456037610769272,0.9354402422904968
301,3082,200.0,175.5559802423195,19.110293948143255,65,0.05763193964958191,0.9423684477806091
302,3092,200.0,176.70826950077839,16.679714301946944,41,0.046129316091537476,0.9538707137107849
303,3102,200.0,182.76419522533678,12.757441010775823,46,0.05227404832839966,0.9477260112762451
304,3112,200.0,181.27865120568282,18.90174115922422,41,0.04841051623225212,0.9515897035598755
305,3123,200.0,181.55908566662504,18.928974985711086,58,0.06247267127037048,0.9375274777412415
306,3133,200.0,178.5966820868021,36.53008272140602,85,0.05863598734140396,0.9413644075393677
307,3143,200.0,183.4834802865164,11.078586747623227,37,0.04869415983557701,0.9513059258460999
308,3153,200.0,180.8460755744765,21.846565213969964,45,0.046224445104599,0.9537758827209473
309,3164,200.0,186.56858472130213,9.309309727858201,18,0.03997467830777168,0.9600253105163574
310,3174,200.0,179.61991628091238,17.963661849518722,35,0.05087786540389061,0.9491221308708191
311,3184,200.0,184.81623324663263,11.502874039383565,29,0.040734417736530304,0.9592657685279846
