reward,avg. duration,switch_num,step
0.0,3.0284552845528463,246,499
0.0,2.8973384030418248,263,499
0.0,2.941634241245136,257,499
1.0,2.962962962962962,189,375
1.0,3.008196721311476,244,490
1.0,2.9438202247191017,178,346
0.0,3.0705394190871385,241,499
1.0,3.0740740740740744,162,336
0.0,2.972332015810278,253,499
0.0,3.053497942386832,243,499
0.0,3.1558441558441572,231,499
0.0,3.012145748987854,247,499
1.0,2.967741935483871,93,186
1.0,2.8806818181818175,176,336
1.0,3.2739726027397262,73,167
1.0,2.9193548387096766,124,238
0.0,3.045267489711933,243,499
0.0,2.919230769230769,260,499
1.0,3.258064516129032,93,212
1.0,2.888461538461539,260,495
0.0,3.0284552845528445,246,499
1.0,2.852216748768474,203,377
0.0,2.904580152671758,262,499
0.0,3.0285714285714276,245,499
0.0,2.9761904761904754,252,499
0.0,2.98406374501992,251,499
1.0,2.8494623655913975,93,173
0.0,2.98804780876494,251,499
1.0,3.1739130434782625,92,200
0.0,2.8712121212121215,264,499
0.0,2.843283582089552,268,499
0.0,2.992000000000001,250,499
0.0,2.8278388278388285,273,499
0.0,2.8830188679245285,265,499
0.0,2.9645669291338597,254,499
0.0,3.070539419087138,241,499
1.0,2.992000000000003,250,499
0.0,2.8901515151515142,264,499
0.0,3.0714285714285716,238,499
1.0,3.3749999999999996,24,57
0.0,2.80072463768116,276,499
1.0,3.277777777777778,36,82
0.0,2.9645669291338597,254,499
0.0,2.904580152671755,262,499
0.0,2.8278388278388285,273,499
1.0,2.806122448979592,98,179
1.0,2.789473684210526,38,68
1.0,3.0000000000000004,48,97
1.0,3.019607843137255,51,104
1.0,2.8249999999999997,80,146
1.0,3.056179775280899,89,184
1.0,2.7986111111111107,144,262
1.0,2.941176470588236,51,101
1.0,3.027027027027027,37,75
1.0,3.206896551724138,29,64
1.0,2.8688524590163933,61,114
1.0,3.9523809523809517,21,62
1.0,3.015151515151515,66,134
1.0,2.777777777777778,36,64
1.0,3.185185185185185,27,60
1.0,2.9411764705882355,34,66
1.0,2.666666666666667,75,127
1.0,2.825000000000001,40,74
1.0,2.444444444444445,36,52
1.0,2.8999999999999995,30,57
1.0,2.962962962962963,27,53
1.0,2.9999999999999996,29,59
1.0,3.1739130434782603,23,51
1.0,2.666666666666667,30,50
1.0,2.551724137931035,29,46
1.0,2.676470588235294,34,58
1.0,2.6097560975609766,41,66
1.0,3.142857142857143,21,46
1.0,2.931034482758621,29,58
1.0,2.681818181818182,44,74
1.0,3.090909090909091,22,46
1.0,2.659574468085107,47,78
1.0,2.5517241379310347,29,46
1.0,2.5,30,46
1.0,2.7419354838709675,31,54
1.0,2.961538461538462,26,51
1.0,2.678571428571429,28,47
1.0,2.6206896551724137,29,47
1.0,2.970588235294118,34,67
1.0,2.5714285714285716,35,57
1.0,2.6206896551724137,29,47
1.0,2.6451612903225805,31,52
1.0,2.739130434782609,46,80
1.0,2.791666666666667,24,43
1.0,2.666666666666667,27,45
1.0,2.9873949579831933,238,475
1.0,2.9583333333333335,24,47
1.0,2.4222222222222225,45,64
1.0,3.478260869565217,46,114
1.0,2.536585365853659,41,65
1.0,3.0,31,62
1.0,3.1818181818181817,22,48
1.0,3.0,21,44
1.0,2.6666666666666674,36,60
1.0,3.256410256410257,39,89
1.0,3.0909090909090913,22,47
1.0,2.7105263157894743,38,66
1.0,2.5862068965517246,58,92
1.0,2.7441860465116283,43,75
1.0,2.9565217391304346,23,46
1.0,2.923076923076923,26,56
1.0,2.867924528301887,53,99
1.0,3.5555555555555554,18,46
1.0,2.6428571428571423,28,46
1.0,2.861111111111111,36,67
1.0,3.078947368421052,38,79
1.0,2.4489795918367356,49,72
1.0,2.7037037037037037,27,46
1.0,2.744186046511628,43,78
1.0,2.724137931034483,29,50
1.0,2.84,25,47
1.0,2.916666666666666,24,47
1.0,3.212121212121212,33,74
1.0,2.7037037037037037,27,47
1.0,2.6944444444444446,36,61
1.0,2.9230769230769225,39,75
1.0,3.2,35,78
1.0,2.6923076923076925,26,46
