reward,avg. duration,switch_num,step
0.0,2.858208955223881,268,499
0.0,2.8901515151515156,264,499
0.0,2.9527559055118093,254,499
0.0,2.9153846153846166,260,499
0.0,3.028455284552847,246,499
0.0,2.995983935742969,249,499
0.0,2.964566929133859,254,499
0.0,2.9999999999999996,249,499
0.0,2.8935361216730056,263,499
0.0,2.8969465648854955,262,499
0.0,3.0284552845528454,246,499
0.0,2.945312499999999,256,499
0.0,3.008097165991901,247,499
0.0,3.0966386554621845,238,499
0.0,3.0663900414937757,241,499
0.0,2.9224806201550386,258,499
1.0,3.116883116883117,154,328
0.0,3.020242914979755,247,499
0.0,3.087866108786609,239,499
0.0,2.94921875,256,499
0.0,3.0578512396694224,242,499
0.0,2.9302325581395356,258,499
0.0,3.0368852459016398,244,499
1.0,2.9748953974895405,239,472
0.0,3.1842105263157894,228,499
0.0,2.9492187500000013,256,499
0.0,3.0619834710743814,242,499
0.0,2.9880000000000004,250,499
0.0,2.9453125,256,499
0.0,2.9377431906614784,257,499
0.0,2.9959839357429705,249,499
0.0,2.844444444444444,270,499
0.0,2.971774193548386,248,499
0.0,3.193832599118943,227,499
1.0,3.1025641025641013,117,246
0.0,3.032653061224489,245,499
1.0,3.0392156862745097,102,209
0.0,2.911877394636015,261,499
0.0,3.1601731601731586,231,499
0.0,3.1601731601731604,231,499
0.0,2.9645669291338583,254,499
0.0,2.9150579150579143,259,499
0.0,2.941176470588236,255,499
0.0,3.1601731601731595,231,499
0.0,2.9341085271317846,258,499
0.0,2.9801587301587302,252,499
1.0,3.058333333333333,120,248
0.0,3.057851239669421,242,499
0.0,3.165938864628823,229,499
0.0,3.1558441558441555,231,499
0.0,2.875471698113207,265,499
0.0,2.980158730158732,252,499
0.0,3.028455284552845,246,499
0.0,3.066390041493774,241,499
0.0,3.0284552845528463,246,499
0.0,3.0578512396694206,242,499
0.0,2.8308823529411744,272,499
0.0,2.960629921259842,254,499
0.0,3.024489795918367,245,499
0.0,2.9453125000000013,256,499
0.0,2.8198529411764697,272,499
0.0,3.008064516129031,248,499
0.0,2.9299610894941632,257,499
0.0,2.922779922779924,259,499
0.0,3.020242914979756,247,499
0.0,2.9153846153846166,260,499
0.0,3.004016064257029,249,499
0.0,3.0162601626016277,246,499
0.0,2.803636363636364,275,499
0.0,3.004016064257029,249,499
0.0,3.020242914979758,247,499
0.0,2.904214559386971,261,499
0.0,2.8079710144927534,276,499
0.0,2.834558823529414,272,499
0.0,2.8721804511278184,266,499
0.0,2.976190476190476,252,499
