reward,avg. duration,switch_num,step
0.0,3.0040485829959502,247,499
0.0,2.893129770992367,262,499
0.0,3.0161943319838027,247,499
1.0,2.804428044280443,271,490
1.0,3.0812500000000003,160,336
0.0,2.914728682170544,258,499
0.0,2.858208955223881,268,499
0.0,2.819852941176469,272,499
1.0,3.142180094786731,211,452
0.0,3.020242914979757,247,499
0.0,3.0450819672131146,244,499
0.0,2.964566929133858,254,499
0.0,2.810909090909091,275,499
0.0,3.028455284552847,246,499
0.0,2.9492187500000013,256,499
1.0,3.031446540880503,159,325
0.0,2.8145454545454545,275,499
0.0,2.9490196078431365,255,499
0.0,3.0622406639004165,241,499
0.0,2.9153846153846183,260,499
0.0,2.8211678832116798,274,499
0.0,3.0537190082644634,242,499
0.0,3.1842105263157903,228,499
0.0,2.8550185873605933,269,499
0.0,3.0367346938775497,245,499
0.0,3.061983471074381,242,499
0.0,2.922178988326849,257,499
0.0,2.984,250,499
0.0,2.964566929133859,254,499
0.0,3.061983471074382,242,499
0.0,2.980158730158729,252,499
0.0,3.08786610878661,239,499
0.0,2.9606299212598435,254,499
0.0,3.028455284552844,246,499
0.0,2.968379446640317,253,499
0.0,2.926356589147286,258,499
0.0,3.053497942386831,243,499
0.0,2.897338403041825,263,499
0.0,2.937743190661479,257,499
0.0,2.9189189189189193,259,499
0.0,2.9568627450980385,255,499
0.0,2.9568627450980376,255,499
0.0,2.976095617529882,251,499
0.0,2.9492187499999987,256,499
0.0,2.937743190661477,257,499
0.0,3.045081967213114,244,499
0.0,3.074999999999999,240,499
0.0,3.012096774193548,248,499
0.0,2.9920000000000004,250,499
0.0,3.0450819672131137,244,499
0.0,3.012145748987855,247,499
0.0,2.98015873015873,252,499
0.0,2.9038461538461537,260,499
0.0,2.9192307692307686,260,499
0.0,3.004016064257026,249,499
0.0,2.9492187500000004,256,499
0.0,3.070539419087137,241,499
0.0,2.9919678714859455,249,499
0.0,2.881679389312976,262,499
0.0,2.991999999999998,250,499
1.0,3.135135135135134,148,317
0.0,2.883018867924529,265,499
0.0,2.934108527131782,258,499
0.0,2.9453124999999987,256,499
0.0,2.900763358778627,262,499
0.0,3.01209677419355,248,499
0.0,2.8651685393258437,267,499
0.0,2.861940298507463,268,499
0.0,3.188596491228071,228,499
0.0,3.0966386554621823,238,499
0.0,2.844444444444444,270,499
0.0,2.8973384030418243,263,499
0.0,2.9920000000000004,250,499
0.0,2.9525691699604772,253,499
0.0,2.941634241245136,257,499
0.0,3.1695652173913027,230,499
0.0,2.922779922779924,259,499
0.0,2.911877394636016,261,499
0.0,2.861940298507462,268,499
0.0,3.03265306122449,245,499
0.0,2.8935361216730047,263,499
0.0,2.889733840304185,263,499
0.0,3.070539419087137,241,499
0.0,2.9377431906614793,257,499
0.0,2.9294117647058826,255,499
0.0,2.911877394636016,261,499
0.0,2.9453124999999982,256,499
0.0,3.0163265306122446,245,499
0.0,2.8345588235294126,272,499
0.0,2.9192307692307695,260,499
0.0,2.949019607843136,255,499
0.0,2.8973384030418265,263,499
0.0,3.016260162601627,246,499
0.0,2.7978339350180503,277,499
0.0,2.8619402985074642,268,499
0.0,3.0622406639004165,241,499
0.0,2.8901515151515147,264,499
0.0,2.807971014492754,276,499
0.0,2.9192307692307686,260,499
0.0,2.897338403041826,263,499
0.0,2.91923076923077,260,499
0.0,2.988047808764941,251,499
0.0,3.1144067796610173,236,499
0.0,2.8969465648854964,262,499
0.0,2.9414062500000013,256,499
0.0,2.9999999999999996,249,499
0.0,2.889733840304181,263,499
0.0,2.8759398496240576,266,499
0.0,2.9150579150579157,259,499
0.0,2.96031746031746,252,499
0.0,2.87593984962406,266,499
0.0,2.8619402985074607,268,499
0.0,3.137339055793991,233,499
0.0,2.9919028340080973,247,499
0.0,2.7978339350180503,277,499
0.0,2.9115384615384614,260,499
0.0,2.8550185873605964,269,499
0.0,2.817518248175182,274,499
0.0,3.0966386554621868,238,499
0.0,2.8901515151515142,264,499
0.0,2.861940298507464,268,499
0.0,2.8973384030418243,263,499
0.0,2.775000000000001,280,499
0.0,2.85820895522388,268,499
0.0,2.9645669291338566,254,499
0.0,2.8651685393258424,267,499
0.0,2.8444444444444454,270,499
0.0,2.8863636363636367,264,499
0.0,3.0040322580645142,248,499
0.0,2.81549815498155,271,499
0.0,2.9377431906614793,257,499
0.0,2.8370370370370352,270,499
0.0,2.9880478087649385,251,499
0.0,2.9341085271317833,258,499
0.0,2.882575757575757,264,499
0.0,2.8999999999999995,260,499
0.0,3.0,249,499
0.0,2.9568627450980385,255,499
0.0,2.893536121673006,263,499
0.0,2.8550185873605978,269,499
0.0,2.9920000000000004,250,499
0.0,2.8481481481481477,270,499
0.0,3.0202429149797574,247,499
0.0,2.8901515151515134,264,499
0.0,2.837638376383764,271,499
0.0,3.105485232067512,237,499
0.0,2.7714285714285705,280,499
0.0,2.9722222222222223,252,499
0.0,3.0284552845528463,246,499
0.0,3.049382716049381,243,499
0.0,3.1144067796610173,236,499
0.0,2.893536121673006,263,499
0.0,2.7137931034482747,290,499
0.0,2.7722419928825617,281,499
0.0,2.8072727272727285,275,499
0.0,2.9118773946360186,261,499
0.0,2.861940298507462,268,499
0.0,2.663333333333335,300,499
0.0,2.9045801526717545,262,499
