reward,avg. duration,switch_num,step
0.0,3.096638655462184,238,499
0.0,2.988,250,499
0.0,2.8935361216730033,263,499
1.0,2.9492187500000013,256,499
1.0,3.0691244239631343,217,449
0.0,2.941634241245137,257,499
0.0,3.0284552845528454,246,499
0.0,2.992,250,499
0.0,3.0753138075313817,239,499
0.0,2.960629921259843,254,499
0.0,2.9416342412451346,257,499
0.0,3.012244897959184,245,499
0.0,3.0537190082644634,242,499
1.0,3.0254237288135593,118,239
0.0,3.0040160642570277,249,499
0.0,3.1101694915254243,236,499
0.0,2.9529411764705875,255,499
0.0,2.8228782287822884,271,499
1.0,3.0379746835443027,237,484
0.0,2.987999999999999,250,499
0.0,2.9150579150579152,259,499
0.0,2.900000000000001,260,499
0.0,2.823529411764707,272,499
1.0,2.972972972972975,185,365
0.0,2.830258302583024,271,499
1.0,3.032786885245902,183,373
0.0,2.9760956175298796,251,499
1.0,3.043859649122807,114,233
1.0,3.1320754716981147,159,346
0.0,3.0040160642570273,249,499
1.0,2.869565217391304,207,387
1.0,2.928571428571429,112,225
1.0,2.648148148148148,54,90
1.0,3.026315789473683,228,463
1.0,2.8181818181818183,154,281
1.0,3.4444444444444438,18,47
1.0,3.318181818181818,22,52
1.0,3.181818181818182,22,51
1.0,3.2666666666666666,15,34
1.0,2.9523809523809526,21,41
1.0,2.933333333333333,15,32
1.0,2.9411764705882355,17,33
1.0,3.0555555555555554,18,37
1.0,2.55,20,32
1.0,3.266666666666666,15,35
1.0,3.052631578947368,19,40
1.0,2.52,25,38
1.0,2.8421052631578947,19,35
1.0,4.1,10,31
1.0,3.1666666666666674,60,131
1.0,3.2941176470588234,17,39
1.0,3.466666666666667,15,37
0.0,3.0534979423868327,243,499
1.0,3.176470588235294,17,38
1.0,2.400000000000001,25,36
1.0,2.65,20,38
1.0,2.3461538461538463,26,37
1.0,2.933333333333333,15,31
0.0,3.0243902439024395,246,499
1.0,2.8095238095238093,21,38
1.0,2.95,20,39
1.0,2.894736842105263,19,38
1.0,3.7142857142857135,14,38
1.0,2.947368421052632,19,38
1.0,2.882352941176471,17,33
1.0,3.0,18,36
1.0,2.875,16,31
1.0,3.157894736842105,19,41
1.0,2.842105263157895,19,35
1.0,2.5909090909090917,22,36
1.0,2.6363636363636362,22,38
1.0,2.941176470588235,17,37
1.0,3.4615384615384612,13,33
1.0,2.588235294117647,17,31
0.0,2.9722222222222205,252,499
1.0,2.4800000000000004,25,37
1.0,2.636363636363637,22,36
1.0,2.85,20,37
0.0,2.9568627450980385,255,499
1.0,2.681818181818182,22,37
1.0,2.6842105263157894,19,32
1.0,2.6666666666666674,21,35
1.0,2.9444444444444446,18,36
1.0,3.0,16,33
1.0,2.5416666666666665,24,39
1.0,2.6363636363636367,22,36
1.0,2.5945945945945956,37,60
1.0,2.75,20,35
1.0,2.5,18,33
1.0,3.1333333333333333,15,33
1.0,2.454545454545455,22,32
1.0,3.1176470588235294,17,36
1.0,3.083333333333333,12,30
1.0,2.5,22,35
1.0,3.1333333333333333,15,35
0.0,2.8413284132841334,271,499
1.0,2.633333333333333,30,49
1.0,3.0588235294117645,17,35
1.0,2.7142857142857144,21,36
1.0,2.6666666666666665,21,37
0.0,2.9492187500000004,256,499
1.0,3.1333333333333333,15,32
1.0,3.0,17,36
0.0,2.968379446640316,253,499
1.0,3.125,16,35
1.0,3.2173913043478257,23,51
1.0,3.0,18,36
1.0,2.904761904761904,21,40
0.0,3.0878661087866113,239,499
1.0,2.8,20,38
0.0,2.934108527131785,258,499
0.0,2.8619402985074625,268,499
0.0,2.9266409266409275,259,499
1.0,2.7741935483870965,31,56
1.0,2.6875,32,54
0.0,2.8345588235294104,272,499
1.0,3.333333333333334,15,36
1.0,3.285714285714286,14,33
1.0,2.714285714285714,21,36
1.0,3.2142857142857144,14,33
0.0,2.882129277566539,263,499
1.0,2.333333333333333,18,31
1.0,2.6521739130434785,23,38
1.0,2.9818181818181815,55,111
1.0,2.8000000000000003,20,37
1.0,2.6363636363636367,22,37
1.0,3.0,16,32
1.0,2.692307692307693,26,44
0.0,2.7971014492753614,276,499
1.0,2.888888888888889,18,35
0.0,2.897338403041827,263,499
1.0,2.714285714285714,21,36
1.0,2.842105263157895,19,35
1.0,2.5217391304347827,23,35
1.0,2.708860759493671,79,136
1.0,2.882352941176471,17,32
1.0,2.875,16,32
1.0,2.947368421052632,19,37
1.0,2.947368421052631,19,37
1.0,2.904761904761905,21,41
1.0,2.9999999999999996,17,34
1.0,2.95,20,39
1.0,3.052631578947369,19,40
1.0,2.416666666666667,24,37
1.0,3.404761904761905,42,104
1.0,3.9999999999999996,11,36
1.0,2.8823529411764706,17,32
1.0,2.8571428571428568,21,40
1.0,2.526315789473685,19,33
1.0,2.813725490196079,102,185
1.0,3.0,19,38
1.0,2.5909090909090913,22,35
1.0,2.5217391304347827,23,35
1.0,2.4285714285714297,21,32
0.0,2.8481481481481468,270,499
1.0,3.0,16,32
0.0,2.9416342412451377,257,499
1.0,2.9444444444444446,18,35
1.0,2.842105263157895,19,35
1.0,2.666666666666667,21,36
1.0,2.7199999999999998,25,43
1.0,3.0476190476190474,21,43
1.0,2.5,26,39
1.0,3.124999999999999,24,51
