reward,avg. duration,switch_num,step
0.0,2.941406249999999,256,499
0.0,2.964426877470357,253,499
0.0,3.097872340425531,235,499
0.0,3.0878661087866104,239,499
0.0,2.9840637450199217,251,499
0.0,2.810218978102191,274,499
0.0,2.9527559055118107,254,499
0.0,3.0,249,499
0.0,3.0285714285714285,245,499
0.0,3.0924369747899174,238,499
0.0,3.012145748987853,247,499
0.0,2.8145454545454562,275,499
0.0,2.861940298507459,268,499
0.0,2.968379446640316,253,499
0.0,2.9118773946360155,261,499
0.0,3.1373390557939924,233,499
0.0,2.8863636363636354,264,499
0.0,3.0840336134453805,238,499
1.0,3.014285714285716,210,423
0.0,2.926356589147287,258,499
0.0,2.8931297709923656,262,499
0.0,2.9645669291338588,254,499
0.0,2.992000000000001,250,499
0.0,2.930232558139536,258,499
0.0,2.9761904761904754,252,499
1.0,2.9789473684210526,95,188
0.0,2.8507462686567155,268,499
0.0,3.0,247,499
0.0,2.7758007117437717,281,499
0.0,2.904580152671756,262,499
0.0,2.926640926640929,259,499
0.0,2.933852140077821,257,499
0.0,2.972332015810279,253,499
1.0,3.0814814814814824,135,283
0.0,3.207964601769911,226,499
0.0,2.995999999999998,250,499
0.0,2.868913857677903,267,499
0.0,2.9448818897637787,254,499
0.0,3.0495867768595053,242,499
0.0,2.8759398496240602,266,499
0.0,2.937743190661479,257,499
0.0,3.1601731601731586,231,499
1.0,3.067073170731707,164,339
1.0,2.9100000000000006,100,195
0.0,2.972332015810278,253,499
0.0,2.904580152671756,262,499
0.0,2.9723320158102773,253,499
1.0,2.8855721393034837,201,383
0.0,3.0367346938775506,245,499
0.0,2.930232558139536,258,499
0.0,3.0878661087866126,239,499
0.0,2.9266409266409283,259,499
0.0,2.8759398496240602,266,499
0.0,3.0791666666666684,240,499
1.0,2.8691588785046727,107,200
1.0,2.9632653061224503,245,487
1.0,2.8333333333333344,102,187
1.0,2.9574468085106385,47,92
1.0,3.253846153846154,130,295
1.0,3.115384615384616,78,167
1.0,2.687500000000001,48,82
0.0,2.926640926640928,259,499
1.0,3.14,50,107
1.0,2.6296296296296298,27,44
1.0,2.8831168831168843,77,145
0.0,2.837638376383763,271,499
1.0,2.7407407407407405,27,47
0.0,2.807971014492753,276,499
0.0,2.95686274509804,255,499
1.0,2.95,20,41
0.0,2.9801587301587293,252,499
0.0,2.79136690647482,278,499
1.0,3.071428571428572,28,58
1.0,3.263157894736842,19,43
0.0,2.911877394636016,261,499
0.0,2.890151515151518,264,499
0.0,2.915057915057917,259,499
0.0,2.8345588235294112,272,499
1.0,2.8095238095238106,126,232
